;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
MIMM8FV017;201617;NORD OVEST;20142,0;F205;MIIC8FV006;I.C VIA PALMIERI - MILANO;PERTINI;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8FV006@istruzione.it;Non Disponibile;VIA BOIFAVA 52;MILANO;LOMBARDIA;SI;www.icviapalmieri.gov.it;True;9,173035800000001;45,42687960000001;SCUOLA SECONDARIA I GRADO;431
MIEE80901X;201617;NORD OVEST;20141,0;F205;MIIC80900T;"IC ""E. MORANTE""/MILANO";ANTONINI AGGR. SMS HEINE-MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC80900T@istruzione.it;Non Disponibile;VIA ANTONINI 50;MILANO;LOMBARDIA;SI;www.icselsamorante.it;True;9,195558900000002;45,4370805;SCUOLA PRIMARIA;132
MIMM8CW014;201617;NORD OVEST;20131,0;F205;MIIC8CW003;IC Q.DI VONA-TITO SPERI/MILANO;QUINTINO DI VONA;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8CW003@istruzione.it;Non Disponibile;VIA ANTONIO SACCHINI 34;MILANO;LOMBARDIA;SI;www.divonasperi.it;True;9,2202608;45,48674320000001;SCUOLA SECONDARIA I GRADO;857
MIEE8DS01G;201617;NORD OVEST;20153,0;F205;MIIC8DS00D;IC PRIMO LEVI/MILANO;CARLO ZIMA E ANITA GARIBALDI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8DS00D@istruzione.it;Non Disponibile;VIA ANSELMO DA BAGGIO 60;MILANO;LOMBARDIA;SI;http//icsprimolevimilano.gov.it;True;9,0872293;45,4640721;SCUOLA PRIMARIA;294
MIMM8F201Q;201617;NORD OVEST;20145,0;F205;MIIC8F200P;I.C. VIA LINNEO/MILANO;VIA MOSCATI-MAMELI;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8F200P@istruzione.it;Non Disponibile;VIA C.LINNEO 2;MILANO;LOMBARDIA;SI;www.icvialinneo.gov.it;True;9,1633795;45,4778569;SCUOLA SECONDARIA I GRADO;879
MIRA03601A;201617;NORD OVEST;20161,0;F205;MIIS03600A;"""VILFREDO FEDERICO PARETO""";"I.P.A.A. (SEZ.AS.) ""V. F. PARETO""";NORMALE;MILANO;IST PROF PER L'AGRICOLTURA E L'AMBIENTE;NO;Non Disponibile;MIIS03600A@istruzione.it;Non Disponibile;VIA LITTA MODIGNANI 55;MILANO;LOMBARDIA;SI;www.iispareto.it;True;9,1607397;45,522836700000006;SCUOLA SECONDARIA II GRADO;182
MIEE8F202T;201617;NORD OVEST;20154,0;F205;MIIC8F200P;I.C. VIA LINNEO/MILANO;P.MOSCATI E B.M.SFORZA;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8F200P@istruzione.it;Non Disponibile;VIA MOSCATI 1;MILANO;LOMBARDIA;SI;www.icvialinneo.gov.it;True;9,16905;45,47882;SCUOLA PRIMARIA;414
MITF10101R;201617;NORD OVEST;20142,0;F205;MIIS101008;TORRICELLI;TORRICELLI;NORMALE;MILANO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;MIIS101008@istruzione.it;Non Disponibile;VIA U. DINI 7;MILANO;LOMBARDIA;SI;www.torricelli.it;True;9,1798727;45,4292374;SCUOLA SECONDARIA II GRADO;964
MIEE8B4012;201617;NORD OVEST;20123,0;F205;MIIC8B400X;IC LUIGI GALVANI/MILANO;M.DI SAVOIA E C.BORROMEO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8B400X@istruzione.it;Non Disponibile;VIA FELICE CASATI 6;MILANO;LOMBARDIA;SI;ww.icgalvani.gov.it;True;9,206996400000001;45,4772624;SCUOLA PRIMARIA;254
MIPS10101P;201617;NORD OVEST;20142,0;F205;MIIS101008;TORRICELLI;EVANGELISTA TORRICELLI;NORMALE;MILANO;LICEO SCIENTIFICO;NO;Non Disponibile;MIIS101008@istruzione.it;Non Disponibile;VIA ULISSE DINI 7;MILANO;LOMBARDIA;SI;www.torricellimi.gov.it;True;9,1798727;45,4292374;SCUOLA SECONDARIA II GRADO;84
MIMM8B4011;201617;NORD OVEST;20124,0;F205;MIIC8B400X;IC LUIGI GALVANI/MILANO;S.M.S. S.GREGORIO;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8B400X@istruzione.it;Non Disponibile;VIA SAN GREGORIO 5;MILANO;LOMBARDIA;SI;ww.icgalvani.gov.it;True;9,207168600000001;45,47816290000001;SCUOLA SECONDARIA I GRADO;291
MIEE8F1011;201617;NORD OVEST;20147,0;F205;MIIC8F100V;F.S. CABRINI;F.S.CABRINI - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8F100V@istruzione.it;Non Disponibile;VIA DELLE FORZE ARMATE 65;MILANO;LOMBARDIA;SI;www.icscabrini.gov.it;True;9,129719900000001;45,4628494;SCUOLA PRIMARIA;591
MIMM8C501B;201617;NORD OVEST;20148,0;F205;MIIC8C500A;IC S.GIUSEPPE CALASANZIO/MILANO;NEGRI;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8C500A@istruzione.it;Non Disponibile;PIAZZA AXUM 5;MILANO;LOMBARDIA;SI;www.istitutocalasanzio.it;True;9,1231485;45,4758326;SCUOLA SECONDARIA I GRADO;370
MIEE8B9015;201617;NORD OVEST;20135,0;F205;MIIC8B9003;IC E.MOROSINI E B.SAVOIA/MILANO;E.MOROSINI E B.SAVOIA-MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8B9003@istruzione.it;Non Disponibile;VIA MOROSINI 11 13;MILANO;LOMBARDIA;SI;www.icmorosinimanara.GOV.it;True;9,2114327;45,4602701;SCUOLA PRIMARIA;585
MIEE8DW01V;201617;NORD OVEST;20133,0;F205;MIIC8DW00R;I.C. VIA DE ANDREIS /MILANO;S.QUASIMODO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8DW00R@istruzione.it;Non Disponibile;VIA MEZZOFANTI 23;MILANO;LOMBARDIA;SI;www.icdeandreismilano.gov.it;True;9,235007199999998;45,4646261;SCUOLA PRIMARIA;254
MIEE8CW015;201617;NORD OVEST;20131,0;F205;MIIC8CW003;IC Q.DI VONA-TITO SPERI/MILANO;TITO SPERI - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8CW003@istruzione.it;Non Disponibile;VIA PORPORA 11;MILANO;LOMBARDIA;SI;www.divonasperi.it;True;9,220645800000002;45,486158700000004;SCUOLA PRIMARIA;366
MIMM8D101P;201617;NORD OVEST;20155,0;F205;MIIC8D100N;IC RINNOVATA PIZZIGONI/MILANO;PUECHER;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8D100N@istruzione.it;Non Disponibile;VIA CASTELLINO DA CASTELLO 9;MILANO;LOMBARDIA;SI;www.scuolarinnovata.it;True;9,15806;45,4961975;SCUOLA SECONDARIA I GRADO;401
MIPS09901X;201617;NORD OVEST;20124,0;F205;MIIS09900D;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI-GRAMSCI;NORMALE;MILANO;LICEO SCIENTIFICO;NO;Non Disponibile;MIIS09900D@istruzione.it;Non Disponibile;VIA SETTEMBRINI 4;MILANO;LOMBARDIA;SI;www.schiaparelligramsci.it;True;9,2048456;45,4805104;SCUOLA SECONDARIA II GRADO;67
MIEE8DA01Q;201617;NORD OVEST;20146,0;F205;MIIC8DA00N;LEONE TOLSTOJ;VIA ZUARA 9/MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8DA00N@istruzione.it;Non Disponibile;VIA ZUARA 9;MILANO;LOMBARDIA;SI;icsviazuara.org;True;9,1494301;45,456925399999996;SCUOLA PRIMARIA;471
MIEE8FX021;201617;NORD OVEST;20144,0;F205;MIIC8FX00T;I.C. VIA MOISE' LORIA;VIA FOPPETTE;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8FX00T@istruzione.it;Non Disponibile;VIA FOPPETTE 1;MILANO;LOMBARDIA;SI;www.icsmoiseloria.gov.it;True;9,1565815;45,45139879999999;SCUOLA PRIMARIA;208
MIRC102013;201617;NORD OVEST;20154,0;F205;MIIS102004;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI - MARCO POLO;NORMALE;MILANO;IST PROF PER I SERVIZI COMMERCIALI;NO;Non Disponibile;MIIS102004@istruzione.it;Non Disponibile;VIA MELZI D'ERIL 9;MILANO;LOMBARDIA;SI;www.marignonipolo.gov.it;True;9,173279199999998;45,4781245;SCUOLA SECONDARIA II GRADO;683
MITN102018;201617;NORD OVEST;20154,0;F205;MIIS102004;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI-MARCO POLO;NORMALE;MILANO;ISTITUTO TECNICO PER IL TURISMO;NO;Non Disponibile;MIIS102004@istruzione.it;Non Disponibile;VIA MELZI D'ERIL 9;MILANO;LOMBARDIA;SI;www.marignonipolo.gov.it;True;9,173279199999998;45,4781245;SCUOLA SECONDARIA II GRADO;74
MIEE8FX01X;201617;NORD OVEST;20144,0;F205;MIIC8FX00T;I.C. VIA MOISE' LORIA;G.OBERDAN E C.A.PORZI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8FX00T@istruzione.it;Non Disponibile;VIA BERGOGNONE 2 /4;MILANO;LOMBARDIA;SI;WWW.icsmoiseloria.gov.it;True;9,161693;45,456573600000006;SCUOLA PRIMARIA;513
MIMM8DA01P;201617;NORD OVEST;20146,0;F205;MIIC8DA00N;LEONE TOLSTOJ;VIA ZUARA 7/MILANO;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8DA00N@istruzione.it;Non Disponibile;VIA ZUARA 7;MILANO;LOMBARDIA;SI;ICSTOLSTOJ.gov.it;True;9,150105;45,4564044;SCUOLA SECONDARIA I GRADO;385
MIEE8C502D;201617;NORD OVEST;20148,0;F205;MIIC8C500A;IC S.GIUSEPPE CALASANZIO/MILANO;G.L.RADICE - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8C500A@istruzione.it;Non Disponibile;VIA PARAVIA 83;MILANO;LOMBARDIA;SI;www.istitutocalasanzio.it;True;9,135634300000001;45,47458889999999;SCUOLA PRIMARIA;151
MIEE8DW02X;201617;NORD OVEST;20137,0;F205;MIIC8DW00R;I.C. VIA DE ANDREIS /MILANO;""" DOSSO VERDE """;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8DW00R@istruzione.it;Non Disponibile;VIALE CORSICA82 / MILANO;MILANO;LOMBARDIA;SI;www.icdeandreismilano.gov.it;True;9,2343338;45,46196389999999;SCUOLA PRIMARIA;5
MIEE8CE02D;201617;NORD OVEST;20123,0;F205;MIIC8CE00A;"IC ""G. PASCOLI""/MILANO";F.LLI RUFFINI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8CE00A@istruzione.it;Non Disponibile;VIA RUFFINI 4/6;MILANO;LOMBARDIA;SI;www.ics.pascoli.it;True;9,1700351;45,466888899999994;SCUOLA PRIMARIA;371
MIEE8C501C;201617;NORD OVEST;20148,0;F205;MIIC8C500A;IC S.GIUSEPPE CALASANZIO/MILANO;S. GIUSEPPE CALASANZIO-MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8C500A@istruzione.it;Non Disponibile;VIA DON GNOCCHI 25;MILANO;LOMBARDIA;SI;www.istitutocalasanzio.it;True;9,1249692;45,472524299999996;SCUOLA PRIMARIA;379
MIPS05401A;201617;NORD OVEST;20162,0;F205;MIIS05400X;GALVANI;GALVANI;NORMALE;MILANO;LICEO SCIENTIFICO;NO;Non Disponibile;MIIS05400X@istruzione.it;Non Disponibile;VIA GATTI 14;MILANO;LOMBARDIA;SI;www.istitutogalvani.gov.it;True;9,1898636;45,50686339999999;SCUOLA SECONDARIA II GRADO;317
MIEE8DA02R;201617;NORD OVEST;20146,0;F205;MIIC8DA00N;LEONE TOLSTOJ;VIA SCROSATI - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8DA00N@istruzione.it;Non Disponibile;VIA SCROSATI 3;MILANO;LOMBARDIA;SI;icsviazuara.org;True;9,1399399;45,45362720000001;SCUOLA PRIMARIA;266
MIMM8FX01V;201617;NORD OVEST;20144,0;F205;MIIC8FX00T;I.C. VIA MOISE' LORIA;CARLO PORTA;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8FX00T@istruzione.it;Non Disponibile;VIA MOISE' LORIA 37;MILANO;LOMBARDIA;SI;www.icsmoiseloria.gov.it;True;9,1583658;45,457651500000004;SCUOLA SECONDARIA I GRADO;717
MIEE8CE01C;201617;NORD OVEST;20145,0;F205;MIIC8CE00A;"IC ""G. PASCOLI""/MILANO";G.PASCOLI - MILANO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8CE00A@istruzione.it;Non Disponibile;VIA RASORI 19;MILANO;LOMBARDIA;SI;www.icspascoli.it;True;9,1613282;45,467785299999996;SCUOLA PRIMARIA;526
MIEE8C504G;201617;NORD OVEST;20148,0;F205;MIIC8C500A;IC S.GIUSEPPE CALASANZIO/MILANO;PRO JUVENTUTE IST DON GNOCCHI;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8C500A@istruzione.it;Non Disponibile;VIA GOZZADINI 7;MILANO;LOMBARDIA;SI;http//www.axum5milano.it/;True;9,1302367;45,472849;SCUOLA PRIMARIA;65
MIMM8CD01G;201617;NORD OVEST;20136,0;F205;MIIC8CD00E;IC P.THOUAR E L.GONZAGA/MILANO;TABACCHI;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8CD00E@istruzione.it;Non Disponibile;VIA TABACCHI 15 /A;MILANO;LOMBARDIA;SI;www.thouar-gonzaga.it;True;9,182249;45,4483974;SCUOLA SECONDARIA I GRADO;427
MIMM8CT01V;201617;NORD OVEST;20162,0;F205;MIIC8CT00T;IC VITTORIO LOCCHI/MILANO;CASSINIS;NORMALE;MILANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;MIIC8CT00T@istruzione.it;Non Disponibile;VIA HERMADA 18;MILANO;LOMBARDIA;SI;www.istitutocomprensivolocchi.it;True;9,1876742;45,514374200000006;SCUOLA SECONDARIA I GRADO;325
MIEE8C503E;201617;NORD OVEST;20156,0;F205;MIIC8C500A;IC S.GIUSEPPE CALASANZIO/MILANO;VIA MONTE BALDO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8C500A@istruzione.it;Non Disponibile;VIA MONTE BALDO 11;MILANO;LOMBARDIA;SI;www.istitutocalasanzio.it;True;9,11919;45,47562;SCUOLA PRIMARIA;247
MITF05401C;201617;NORD OVEST;20162,0;F205;MIIS05400X;GALVANI;GALVANI;NORMALE;MILANO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;MIIS05400X@istruzione.it;Non Disponibile;VIA GATTI14;MILANO;LOMBARDIA;SI;www.istitutogalvani.gov.it;True;9,1898636;45,50686339999999;SCUOLA SECONDARIA II GRADO;912
MIEE8FY01Q;201617;NORD OVEST;20146,0;F205;MIIC8FY00N;I.C VIA VESPRI SICILIANI/MILANO;NAZARIO SAURO;NORMALE;MILANO;SCUOLA PRIMARIA;NO;Non Disponibile;MIIC8FY00N@istruzione.it;Non Disponibile;VIA VESPRI SICILIANI 75;MILANO;LOMBARDIA;SI;www.icsvespri.gov.it;True;9,1425165;45,45051420000001;SCUOLA PRIMARIA;470
MIRC074014;201617;NORD OVEST;20157,0;F205;MIIS074005;MARELLI;"IST PROF SERV COMM E PUBBL ""M.DUDOVICH""";NORMALE;MILANO;IST PROF PER I SERVIZI COMMERCIALI;NO;Non Disponibile;MIIS074005@istruzione.it;Non Disponibile;VIA AMORETTI63;MILANO;LOMBARDIA;SI;www.marellidudovich.gov.it;True;9,1424274;45,5207516;SCUOLA SECONDARIA II GRADO;334
MIPS05701T;201617;NORD OVEST;20144,0;F205;MIIS05700B;NICOLA MORESCHI;N. MORESCHI;NORMALE;MILANO;LICEO SCIENTIFICO;NO;Non Disponibile;MIIS05700B@istruzione.it;Non Disponibile;VIALE SAN MICHELE DEL CARSO 25;MILANO;LOMBARDIA;SI;istitutomoreschi.it;True;9,1640676;45,462770899999995;SCUOLA SECONDARIA II GRADO;455
MITF077015;201617;NORD OVEST;20148,0;F205;MIIS07700L;G. GALILEI - R. LUXEMBURG;GALILEI;NORMALE;MILANO;ISTITUTO TECNICO INDUSTRIALE;NO;Non Disponibile;MIIS07700L@istruzione.it;Non Disponibile;VIA PARAVIA 31;MILANO;LOMBARDIA;SI;www.galileimilano.it;True;9,1308565;45,4714821;SCUOLA SECONDARIA II GRADO;424
MIPC075007;201617;NORD OVEST;20122,0;F205;;;LICEO CLASSICO MONTINI;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;istituto.montini@tiscali.it;Non Disponibile;C.SO P.TA ROMANA 105;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,199094699999998;45,4541624;SCUOLA SECONDARIA II GRADO;93
MI1E025004;201617;NORD OVEST;20137,0;F205;;;"SCUOLA ELEM. PAR. ""ISTITUTO MARIA CONSOLATRICE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;V.LE CORSICA82;MILANO;LOMBARDIA;SI;www.istitutomariaconsolatrice.com;False;9,2343338;45,46196389999999;SCUOLA PRIMARIA;211
MIPSVC500V;201617;NORD OVEST;20129,0;F205;;;LICEO SCIENTIFICO OPZ. SCIENZE APPLICATE MARIA AUSILIATRICE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA BONVESIN DE LA RIVA 12;MILANO;LOMBARDIA;SI;www.scuolabonvesin.it;False;9,2122362;45,4637559;SCUOLA SECONDARIA II GRADO;119
MI1E06000B;201617;NORD OVEST;20132,0;F205;;;"SCUOLA ELEM.PAR.""SUORE PREZIOSISSIMO SANGUE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIASCUOLA.MI@PREZIOSINE.IT;Non Disponibile;VIA RICCARDI 5;MILANO;LOMBARDIA;SI;www.istitutoscolasticomilano.preziosine.;False;9,239090699999998;45,5015277;SCUOLA PRIMARIA;257
MI1E016009;201617;NORD OVEST;20123,0;F205;;;"SCUOLA ELEM.PAR.""ISTITUTO LEOPARDI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;VIA ARENA 13;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,179334800000001;45,455853000000005;SCUOLA PRIMARIA;188
MI1M05100T;201617;NORD OVEST;20122,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MARCELLINE - QUADRONNO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;comprensivo@marcellinequadronno.it;Non Disponibile;V. QUADRONNO 15;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,192608;45,4543326;SCUOLA SECONDARIA I GRADO;65
MIPC06500L;201617;NORD OVEST;20134,0;F205;;;LICEO CLASSICO FONDAZIONE SACRO CUORE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;FONDAZIONESACROCUORE@EDUPEC.IT;VIA ROMBON 78;MILANO;LOMBARDIA;SI;www.sacrocuore.org;False;9,2528017;45,486851200000004;SCUOLA SECONDARIA II GRADO;144
MIPMU4500Z;201617;NORD OVEST;20123,0;F205;;;SAN CARLO;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;CORSO MAGENTA 71;MILANO;LOMBARDIA;SI;www.collegiosancarlo.it;False;9,16976;45,465581;SCUOLA SECONDARIA II GRADO;138
MI1E01500D;201617;NORD OVEST;20146,0;F205;;;"SCUOLA ELEM.PAR.""S.ANGELA MERICI""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;IST.SANTANGELAMERICI@TIN.IT;Non Disponibile;VIA VESPRI SICILIANI55;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1465727;45,4516456;SCUOLA PRIMARIA;211
MIPMZS500F;201617;NORD OVEST;20155,0;F205;;;LICEO SCIENZE UMANE OPZ. ECONOMICO SOC. DON BOSCO VILLAGE SCHOOL;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@donboscovillage.com;Non Disponibile;VIA MAC MAHON 92;MILANO;LOMBARDIA;SI;www.donboscovillage.com;False;9,158191699999998;45,4939434;SCUOLA SECONDARIA II GRADO;27
MI1MT3500U;201617;NORD OVEST;20155,0;F205;;;DON BOSCO VILLAGE SCHOOL;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@donboscovillage.com;Non Disponibile;VIA MAC MAHON 92;MILANO;LOMBARDIA;SI;www.donboscovillage.com;False;9,158191699999998;45,4939434;SCUOLA SECONDARIA I GRADO;23
MI1M056001;201617;NORD OVEST;20123,0;F205;;;SCUOLA SECONDARIA DI 1° GR. ISTITUTO LEOPARDI;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@ISTITUTOLEOPARDI.IT;Non Disponibile;VIA ARENA 13;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,179334800000001;45,455853000000005;SCUOLA SECONDARIA I GRADO;89
MIPS54500V;201617;NORD OVEST;20133,0;F205;;;LICEO SCIENTIFICO STEINER RUDOLF;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;DIDATTICA@SCUOLASTEINERMILANO.IT;Non Disponibile;VIA CLERICETTI45;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2352024;45,479587200000005;SCUOLA SECONDARIA II GRADO;101
MI1M07400E;201617;NORD OVEST;20135,0;F205;;;SCUOLA SECONDARIA DI 1° GR. SUORE MANTELLATE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;icparitario@suoremantellate.org;ICPVASARI@PEC.SUOREMANTELLATE.ORG;V. VASARI 16;MILANO;LOMBARDIA;SI;www.suoremantellate.org;False;9,2071444;45,4538248;SCUOLA SECONDARIA I GRADO;75
MITFDH5000;201617;NORD OVEST;20125,0;F205;;;"ISTITUTO TECNICO SETTORE TECNOLOGICO IND.GRAFICA E COMUNICAZIONE ""DON BOSCO""";;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;SEGRETERIA.DB@SALESIANIMILANO.IT;Non Disponibile;VIA TONALE 19;MILANO;LOMBARDIA;SI;www.salesianimilano.it;False;9,2016209;45,48925;SCUOLA SECONDARIA II GRADO;140
MIPCVB5006;201617;NORD OVEST;20123,0;F205;;;LICEO CLASSICO MARCELLINE;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;SEGRETERIA-DIDATTIICA@PEC.MARCELLINETOMMASEO.IT;PIAZZA TOMMASEO 1;MILANO;LOMBARDIA;SI;www.marcellinetommaseo.it;False;9,1672828;45,4696335;SCUOLA SECONDARIA II GRADO;22
MIPMRV5004;201617;NORD OVEST;20122,0;F205;;;ISTITUTO VITTORA COLONNA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;segreteria@istitutocolonna.com;Non Disponibile;Via Conservatorio 4;MILANO;LOMBARDIA;SI;www.istitutocolonna.com;False;9,2032455;45,464347700000005;SCUOLA SECONDARIA II GRADO;36
MI1E02700Q;201617;NORD OVEST;20132,0;F205;;;"SCUOLA ELEM. PAR. ""MARIA MATER MEA ORSOLINE""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;MARIAMATERMEA@LIBERO.IT;Non Disponibile;VIA PUSIANO57;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,246280700000002;45,5004778;SCUOLA PRIMARIA;125
MI1M05800L;201617;NORD OVEST;20123,0;F205;;;SCUOLA SECONDARIA DI 1° GR. ORSOLINE S. CARLO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;ORSOLINELANZONE@PEC.IT;V. LANZONE 53;MILANO;LOMBARDIA;SI;www.orsolinescuolalanzone.it;False;9,174606800000001;45,4615371;SCUOLA SECONDARIA I GRADO;92
MI1E017005;201617;NORD OVEST;20141,0;F205;;;"SCUOLA ELEM. PAR. ""LA ZOLLA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;CARCANO@LAZOLLA.IT;Non Disponibile;VIA G. CARCANO 53;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,185068199999998;45,4394257;SCUOLA PRIMARIA;304
MI1MN45001;201617;NORD OVEST;20162,0;F205;;;BILINGUAL EUROPEAN SCHOOL;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;schooloffice@beschool.eu;bessrl@legalmail.it;VIA VAL CISMON 9;MILANO;LOMBARDIA;SI;www.beschool.eu;False;9,1941276;45,506209000000005;SCUOLA SECONDARIA I GRADO;94
MI1M055005;201617;NORD OVEST;20123,0;F205;;;SCUOLA SECONDARIA DI 1° GR. MARCELLINE - TOMMASEO;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;marcellinetommaseo@yahoo.it;Non Disponibile;P.ZA TOMMASEO 1;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,1672828;45,4696335;SCUOLA SECONDARIA I GRADO;115
MIPS86500P;201617;NORD OVEST;20122,0;F205;;;LICEO SCIENTIFICO SCUOLA EUROPA;;MILANO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;ORGANIZZAZIONE@SCUOLAEUROPA.IT;Non Disponibile;V.LE L.MAJNO 39;MILANO;LOMBARDIA;SI;Non Disponibile;False;9,2051121;45,47234;SCUOLA SECONDARIA II GRADO;49
MI1M07300P;201617;NORD OVEST;20134,0;F205;;;SCUOLA SECONDARIA DI 1° GR. FONDAZIONE SACRO CUORE;;MILANO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;FONDAZIONESACROCUORE@EDUPEC.IT;VIA ROMBON78;MILANO;LOMBARDIA;SI;www.sacrocuore.org;False;9,2528017;45,486851200000004;SCUOLA SECONDARIA I GRADO;259
MI1E08700B;201617;NORD OVEST;20124,0;F205;;;"SCUOLA ELEM.PARIF.""ISTITUTO GONZAGA""";;MILANO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;ISTITUTOGONZAGA@PEC.GONZAGA-MILANO.IT;VIA VITRUVIO 41;MILANO;LOMBARDIA;SI;www.gonzaga-milano.it;False;9,2060625;45,4825877;SCUOLA PRIMARIA;399
