CODICESCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat
TO1AFC500O;201617;NORD OVEST;10129;L219;;;BUDDIES Kindergarten CROCETTA;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;CORSO ROSSELLI108/5/A;TORINO;PIEMONTE;SI;http//buddies.it/it/buddies-crocetta-in;False;7,6538501;45,0542104
TO1M03500X;201617;NORD OVEST;10125;L219;;;PROTETTE S.GIUSEPPE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA BIDONE 33;TORINO;PIEMONTE;SI;www.scuolaprotettesangiuseppe.it;False;7,680714099999999;45,0521526
TO1M056001;201617;NORD OVEST;10133;L219;;;VALSALICE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SCUOLA@LICEOVALSALICE.IT;Non Disponibile;V.LE THOVEZ 37;TORINO;PIEMONTE;SI;www.liceovalsalice.it;False;7,702055000000001;45,0543984
TO1E024008;201617;NORD OVEST;10144;L219;;;"""FAA DI BRUNO""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;scuole@faadibruno.it;Non Disponibile;VIA SAN DONATO 31;TORINO;PIEMONTE;SI;www.scuolafaadibruno.it;False;7,6649722;45,0799537
TO1A02800N;201617;NORD OVEST;10151;L219;;;CINCINNATO 200;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;C.so CINCINNATO 200;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6491504;45,10221960000001
TO1A132006;201617;NORD OVEST;10132;L219;;;SASSI;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmmongreno@comune.torino.it;Non Disponibile;Str.MONGRENO 72;TORINO;PIEMONTE;SI;Non Disponibile;False;7,7530592;45,0630227
TO1A096008;201617;NORD OVEST;10151;L219;;;SACRO CUORE;;TORINO;SCUOLA INFANZIA NON STATALE;;;TOLUCENTO@FMA-IPI.IT;Non Disponibile;V.PIANEZZA 110;TORINO;PIEMONTE;SI;Non Disponibile;False;7,647912600000001;45,0951425
TO1E02700Q;201617;NORD OVEST;10152;L219;;;"""MARIA AUSILIATRICE""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;segreteria.liceo@liceoausiliatrice.it;segreteriato27@pec.fma-ipi.it;PIAZZA MARIA AUSILIATRICE27;TORINO;PIEMONTE;SI;http//www.istitutomariausiliatrice.it/;False;7,675251599999999;45,0802609
TO1A06000D;201617;NORD OVEST;10154;L219;;;THAON DI REVEL;;TORINO;SCUOLA INFANZIA NON STATALE;;;segreteria@maternathaondirevel-torino.it;Non Disponibile;V.LOMBARDORE 27;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6923384;45,0891182
TO1ANB500N;201617;NORD OVEST;10125;L219;;;SANTA MARIA;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;INFANZIASMARIA@GMAIL.COM;VIA SAN PIO V11;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6828878;45,0603237
TO1A00200D;201617;NORD OVEST;10142;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmmontecristallo@comune.torino.it;Non Disponibile;V.Monte Cristallo 9;TORINO;PIEMONTE;SI;Non Disponibile;False;7,630370000000001;45,06155
TO1A110009;201617;NORD OVEST;10138;L219;;;MADRE MAZZARELLO;;TORINO;SCUOLA INFANZIA NON STATALE;;;MATERNA.MAZZARELLO@LIBERO.IT;Non Disponibile;V.CUMIANA 2;TORINO;PIEMONTE;SI;liceomazzarello.it;False;7,643653599999999;45,0665866
TO1A01600B;201617;NORD OVEST;10127;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmpisacane@comune.torino.it;Non Disponibile;V.PISACANE 71;TORINO;PIEMONTE;SI;Non Disponibile;False;7,649449700000001;45,0145123
TO1A09500C;201617;NORD OVEST;10121;L219;;;S.ANNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;maternasantanna@tiscali.it;Non Disponibile;V.CONSOLATA 20;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6792962;45,0776254
TO1A02700T;201617;NORD OVEST;10129;L219;;;SANT'ANNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;istituto.santanna32@libero.it;Non Disponibile;V.MASSENA 36;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6724488;45,0605475
TO1E02600X;201617;NORD OVEST;10141;L219;;;"""MADRE MAZZARELLO""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CUMIANA 14;TORINO;PIEMONTE;SI;www.mazzarello.it;False;7,643379299999999;45,0661666
TO1A059009;201617;NORD OVEST;10154;L219;;;IMMACOLATA;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;SC.INFANZIATORINO.IMMACOLATA@M2PEC.IT;VIA VESTIGNE' 7;TORINO;PIEMONTE;SI;Non Disponibile;False;7,692903;45,0937022
TO1A07300G;201617;NORD OVEST;10143;L219;;;CASA dei BIMBI;;TORINO;SCUOLA INFANZIA NON STATALE;;;CASADEIBIMBISANNA@LIBERO.IT;Non Disponibile;V.MEDICI 61;TORINO;PIEMONTE;SI;Non Disponibile;False;7,647975;45,0788782
TO1A109005;201617;NORD OVEST;10138;L219;;;BORGO SAN PAOLO;;TORINO;SCUOLA INFANZIA NON STATALE;;;asilosanpaolo@libero.it;Non Disponibile;V.S.PAOLO 50;TORINO;PIEMONTE;SI;www.asilosanpaolo.it;False;7,6489395;45,06218800000001
TO1A00100N;201617;NORD OVEST;10142;L219;;;BRISSOGNE;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmbrissogne@comune.torino.it;Non Disponibile;V.BRISSOGNE 39;TORINO;PIEMONTE;SI;Non Disponibile;False;7,616592300000001;45,0631554
TO1E03400V;201617;NORD OVEST;10145;L219;;;SS.NATALE;;TORINO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA PIEDICAVALLO 5;TORINO;PIEMONTE;SI;www.ssnatale.it;False;7,642187;45,076016
TO1A040008;201617;NORD OVEST;10147;L219;;;S.GIUSEPPE CAFASSO;;TORINO;SCUOLA INFANZIA NON STATALE;;;SCUOLACAFASSO@TIN.IT;Non Disponibile;V.R.BETTAZZI 6;TORINO;PIEMONTE;SI;Non Disponibile;False;7,683307500000001;45,105832
TO1A07200Q;201617;NORD OVEST;10143;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;V.SPOLETO 5;TORINO;PIEMONTE;SI;Non Disponibile;False;7,65422;45,08748
TO1A062005;201617;NORD OVEST;10143;L219;;;SACRA FAMIGLIA;;TORINO;SCUOLA INFANZIA NON STATALE;;;istitutodellasacrafamigl@tin.it;Non Disponibile;V.S.DONATO 17;TORINO;PIEMONTE;SI;www.maternasacrafamigliatorino.it;False;7,6665765;45,0790453
TOPL03500P;201617;NORD OVEST;10123;L219;;;VITTORIA;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;info@vittoriaweb.it;Non Disponibile;V.DELLE ROSINE 14;TORINO;PIEMONTE;SI;http//www.vittoriaweb.it;False;7,6910523;45,06473889999999
TO1M05700R;201617;NORD OVEST;10145;L219;;;SS.NATALE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.PIEDICAVALLO 5;TORINO;PIEMONTE;SI;www.ssnatale.it;False;7,642187;45,076016
TO1A097004;201617;NORD OVEST;10152;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmcecchi@comune.torino.it;Non Disponibile;V.CECCHI 2;TORINO;PIEMONTE;SI;Non Disponibile;False;7,683850000000001;45,0845469
TO1E033003;201617;NORD OVEST;10148;L219;;;"SAN GIUSEPPE CAFASSO""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;SCUOLACAFASSO@TIN.IT;Non Disponibile;VIA R. BETTAZZI 6;TORINO;PIEMONTE;SI;WWW.SCUOLACAFASSO.IT;False;7,683307500000001;45,105832
TOPQ04500Q;201617;NORD OVEST;10141;L219;;;MAZZARELLO;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;V.CUMIANA 2;TORINO;PIEMONTE;SI;www.liceomazzarello.it;False;7,643653599999999;45,0665866
TO1A10500T;201617;NORD OVEST;10127;L219;;;MILLEFONTI;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmcadutisullavoro@comune.torino.it;Non Disponibile;C.so CAD.LAVORO 5;TORINO;PIEMONTE;SI;Non Disponibile;False;7,660209;45,0214756
TO1A038008;201617;NORD OVEST;10125;L219;;;PROTETTE S.GIUSEPPE;;TORINO;SCUOLA INFANZIA NON STATALE;;;PROTETTESANGIP@LIBERO.IT;Non Disponibile;V.BIDONE 33;TORINO;PIEMONTE;SI;Non Disponibile;False;7,680714099999999;45,0521526
TO1A12200G;201617;NORD OVEST;10156;L219;;;S.PIO X;;TORINO;SCUOLA INFANZIA NON STATALE;;;scuolamaternasanpiox@email.it;Non Disponibile;V.PIOPPI 15;TORINO;PIEMONTE;SI;www.scuolamaternasanpiox.jimdo.net;False;7,7106917;45,1270599
TO1A30500G;201617;NORD OVEST;10131;L219;;;SAINT DENIS;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;STR.VAL S.MARTINO 24;TORINO;PIEMONTE;SI;Non Disponibile;False;7,718611600000001;45,063437
TO1A067008;201617;NORD OVEST;10146;L219;;;S.MARIA GORETTI;;TORINO;SCUOLA INFANZIA NON STATALE;;;scuola.goretti@tiscali.it;Non Disponibile;V.SERVAIS 135;TORINO;PIEMONTE;SI;Non Disponibile;False;7,622486500000001;45,0839071
TO1A061009;201617;NORD OVEST;10143;L219;;;FAA' DI BRUNO;;TORINO;SCUOLA INFANZIA NON STATALE;;;scuole@faadibruno.it;Non Disponibile;V.S.DONATO 31;TORINO;PIEMONTE;SI;www.scuolafaadibruno.it;False;7,6649915;45,0799593
TO1A026002;201617;NORD OVEST;10129;L219;;;SAN SECONDO;;TORINO;SCUOLA INFANZIA NON STATALE;;;scuolamaterna.sansecondo@virgilio.it;Non Disponibile;V.GIOBERTI9;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6747489;45,0624128
TO1E05800B;201617;NORD OVEST;10155;L219;;;CAROLINA BELTRAMI - ISTITUTO SUORE IMMACOLATINE;;TORINO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;SC.PRIMARIATORINO.BELTRAMI@M2PEC.IT;VIA VESTIGNE 7;TORINO;PIEMONTE;SI;Non Disponibile;False;7,692903;45,0937022
TO1A28000C;201617;NORD OVEST;10131;L219;;;BUON CONSIGLIO;;TORINO;SCUOLA INFANZIA NON STATALE;;;BUON.CONSIGLIO@INFINITO.IT;Non Disponibile;V.SFORZESCA 10;TORINO;PIEMONTE;SI;Non Disponibile;False;7,696733800000001;45,0577796
TO1E041002;201617;NORD OVEST;10126;L219;;;SAN MICHELE;;TORINO;SCUOLA PRIMARIA NON STATALE;;;SCUOLA@SCUOLASANMICHELE.ORG;Non Disponibile;VIA ABEGG 19;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6719521;45,0403707
TO1A04200X;201617;NORD OVEST;10134;L219;;;MADONNA DELLE ROSE;;TORINO;SCUOLA INFANZIA NON STATALE;;;MATERNA.MADROSE@TIN.IT;Non Disponibile;C.so U.SOVIET.223;TORINO;PIEMONTE;SI;www.madonnadellerose.it;False;7,6530344;45,0386221
TO1A104002;201617;NORD OVEST;10133;L219;;;BORGNANA PICCO;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;ASILOS.ANNA@LEGALMAIL.IT;C.so MONCALIERI 218;TORINO;PIEMONTE;SI;www.borgnanapicco.it;False;7,6826157;45,0404589
TO1A12100Q;201617;NORD OVEST;10142;L219;;;SACRO CUORE;;TORINO;SCUOLA INFANZIA NON STATALE;;;MATERNA.NSSCDG@LIBERO.IT;Non Disponibile;V.VAL LAGARINA 23;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6116759;45,0724867
TO1A30400Q;201617;NORD OVEST;10126;L219;;;LE BIRBE;;TORINO;SCUOLA INFANZIA NON STATALE;;;info@birbe.com;Non Disponibile;V.NIZZA 107;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6738459;45,0486766
TO1A29400A;201617;NORD OVEST;10143;L219;;;"""IL PAESE DEL SOLE"" COLLEGIO SACRA FAMIGLIA";;TORINO;SCUOLA INFANZIA NON STATALE;;;SEGRETERIA@COLLEGIOSACRAFAMIGLIA.IT;Non Disponibile;VIA R.PILO 24;TORINO;PIEMONTE;SI;www.collegiosacrafamiglia.it;False;7,648128799999999;45,0780726
TO1A055002;201617;NORD OVEST;10155;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmtronzano@comune.torino.it;Non Disponibile;V.TRONZANO 20;TORINO;PIEMONTE;SI;Non Disponibile;False;7,695480000000001;45,09973
TO1A06600C;201617;NORD OVEST;10146;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmbellardi@comune.torino.it;Non Disponibile;V.BELLARDI 56;TORINO;PIEMONTE;SI;Non Disponibile;False;7,624464799999998;45,07845
TOPS07500A;201617;NORD OVEST;10123;L219;;;S.GIUSEPPE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;DIREZIONE@COLLEGIOSANGIUSEPPE.IT;Non Disponibile;V.S.FRANCESCO DA PAOLA 23;TORINO;PIEMONTE;SI;Non Disponibile;False;7,686222;45,06354049999999
TO1A10700D;201617;NORD OVEST;10155;L219;;;NOSTRA SIGNORA DELLA SPERANZA;;TORINO;SCUOLA INFANZIA NON STATALE;;;SPERANZADESANA18@LIBERO.IT;Non Disponibile;V.DESANA 18;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6903834;45,096683
TO1E03500P;201617;NORD OVEST;10135;L219;;;"""VIRGINIA AGNELLI""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;TOAGNELLISEGR@FMA-IPI.IT;TORINOAGNELLI@PEC.FMA-IPI.IT;VIA PAOLO SARPI 123;TORINO;PIEMONTE;SI;www.virginiaagnelli.it;False;7,6427197;45,0310439
TO1A041004;201617;NORD OVEST;10134;L219;;;CENTRO PEDAGOGICO PER BAMBINI LOGOPATICI;;TORINO;SCUOLA INFANZIA NON STATALE;;;ANPAOLI@COMUNE.TORINO.IT;Non Disponibile;V.PAOLI 75;TORINO;PIEMONTE;SI;Non Disponibile;False;7,651767;45,0332958
TO1A30000C;201617;NORD OVEST;10122;L219;;;KOALA S.R.L.;;TORINO;SCUOLA INFANZIA NON STATALE;;;ISTITUTO.KOALA@GMAIL.COM;Non Disponibile;P.ZZA STATUTO 2 B;TORINO;PIEMONTE;SI;Non Disponibile;False;7,672766299999998;45,0758468
TO1A047003;201617;NORD OVEST;10146;L219;;;CASA DEL SOLE;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmvalgioie@comune.torino.it;Non Disponibile;V.VALGIOIE 10;TORINO;PIEMONTE;SI;Non Disponibile;False;7,634240900000001;45,0767996
TOTF01500R;201617;NORD OVEST;10135;L219;;;AGNELLI EDOARDO;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;AGNELLI.TORINO@PEC.SALESIANIPIEMONTE.IT;C.O UNIONE SOVIETICA 312;TORINO;PIEMONTE;SI;www.agnelli.it;False;7,6446682;45,031872
TO1A301008;201617;NORD OVEST;10128;L219;;;IL POLLICINO;;TORINO;SCUOLA INFANZIA NON STATALE;;;ILPOLLICINO@FASTWEBNET.IT;Non Disponibile;V.ASSIETTA 17;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6732084;45,0628038
TO1A06900X;201617;NORD OVEST;10152;L219;;;PRINCIPESSA CLOTILDE;;TORINO;SCUOLA INFANZIA NON STATALE;;;materna@liceoausiliatrice.it;segreteriato27@pec.fma-ipi.it;P.za M.AUSILIATRICE 27;TORINO;PIEMONTE;SI;http//www.istitutomariausiliatrice.it/;False;7,675251599999999;45,0802609
TO1A054006;201617;NORD OVEST;10155;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmscotellaro@comune.torino.it;Non Disponibile;V.SCOTELLARO 19;TORINO;PIEMONTE;SI;Non Disponibile;False;7,70173;45,10589
TO1A124007;201617;NORD OVEST;10125;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmprincipetommaso@comune.torino.it;Non Disponibile;V.PR.TOMMASO 25;TORINO;PIEMONTE;SI;Non Disponibile;False;7,681213799999999;45,0572047
TOTF055007;201617;NORD OVEST;10144;L219;;;INTERNAZIONALE;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;internazion@hotmail.com;Non Disponibile;V.BONZANIGO 8;TORINO;PIEMONTE;SI;www.internazionale.biz;False;7,669175999999998;45,0797421
TOPS04500E;201617;NORD OVEST;10135;L219;;;EDOARDO AGNELLI;;TORINO;SCUOLA SEC. SECONDO GRADO NON STATALE;;;Non Disponibile;AGNELLI.TORINO@PEC.SALESIANIPIEMONTE.IT;CORSO UNIONE SOVIETICA 312;TORINO;PIEMONTE;SI;www.istitutoagnelli.it;False;7,6446682;45,031872
TO1A00800C;201617;NORD OVEST;10149;L219;;;REGINA PACIS;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;V.MESSEDAGLIA 7;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6601353;45,0980506
TO1A29900D;201617;NORD OVEST;10143;L219;;;MARIA MONTESSORI S.R.L.;;TORINO;SCUOLA INFANZIA NON STATALE;;;INFO@SCUOLAMONTESSORI.IT;Non Disponibile;V.MIGLIARA 7;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6590957;45,0792503
TO1A033005;201617;NORD OVEST;10131;L219;;;M.L.RUBATTO;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmmoncalieri48@comune.torino.it;Non Disponibile;C.SO MONCALIERI 48;TORINO;PIEMONTE;SI;Non Disponibile;False;7,692550000000001;45,05671
TO1A10600N;201617;NORD OVEST;10127;L219;;;ASSUNZIONE MARIA VERGINE;;TORINO;SCUOLA INFANZIA NON STATALE;;;scuolamat@libero.it;Non Disponibile;V. VINOVO 11;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6644311;45,0218827
TO1A046007;201617;NORD OVEST;10146;L219;;;CENTRO PEDAGOGICO;;TORINO;SCUOLA INFANZIA NON STATALE;;;SMMSERVAIS@COMUNE.TORINO.IT;Non Disponibile;V.SERVAIS 62;TORINO;PIEMONTE;SI;Non Disponibile;False;7,631672399999999;45,0839396
TO1A139001;201617;NORD OVEST;10154;L219;;;MAMMA MARGHERITA;;TORINO;SCUOLA INFANZIA NON STATALE;;;direttrice.materna@michelerua.it;Non Disponibile;V.PAISIELLO 42;TORINO;PIEMONTE;SI;www.michelerua.it;False;7,7010137;45,0908155
TO1A068004;201617;NORD OVEST;10152;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmancona@comune.torino.it;Non Disponibile;V.ANCONA 2/A;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6905775;45,0789282
TO1A05700N;201617;NORD OVEST;10155;L219;;;S.GIUSEPPE LAVORATORE;;TORINO;SCUOLA INFANZIA NON STATALE;;;maternareba@alice.it;Non Disponibile;V.BOTTICELLI 11/15;TORINO;PIEMONTE;SI;Non Disponibile;False;7,697421599999999;45,1036586
TO1A12300B;201617;NORD OVEST;10126;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmronchi@comune.torino.it;Non Disponibile;Str.RONCHI 27;TORINO;PIEMONTE;SI;Non Disponibile;False;7,691090000000001;45,02924
TO1A12700P;201617;NORD OVEST;10125;L219;;;ONORATO MORELLI;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;ASILOMORELLI@PEC.CSSISRL-TO.IT;V.ASILO 3;TORINO;PIEMONTE;SI;http//www.asilomorellittorino.it;False;7,68664;45,02872
TO1E00700E;201617;NORD OVEST;10136;L219;;;"""GESU' BAMBINO""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA CAPRERA 46;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6466865;45,0505203
TO1E03700A;201617;NORD OVEST;10143;L219;;;SACRA FAMIGLIA;;TORINO;SCUOLA PRIMARIA NON STATALE;;;SEGRETERIA@COLLEGIOSACRAFAMIGLIA.IT;Non Disponibile;VIA ROSALINO PILO 24;TORINO;PIEMONTE;SI;www.collegiosacrafamiglia.it;False;7,648128799999999;45,0780726
TO1A00700L;201617;NORD OVEST;10147;L219;;;VITTORIO VENETO;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmsospello@comune.torino.it;Non Disponibile;V.SOSPELLO 64;TORINO;PIEMONTE;SI;Non Disponibile;False;7,671659399999999;45,1028132
TO1A02300E;201617;NORD OVEST;10129;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmgioberti@comune.torino.it;Non Disponibile;V.GIOBERTI 33;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6729059;45,0596979
TO1A11900Q;201617;NORD OVEST;10156;L219;;;LUIGI GRASSI;;TORINO;SCUOLA INFANZIA NON STATALE;;;sc.mat.grassi@tiscali.it;Non Disponibile;Str.BERTOLLA 74;TORINO;PIEMONTE;SI;Non Disponibile;False;7,74508;45,09977
TO1M05100T;201617;NORD OVEST;10152;L219;;;COTTOLENGO;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SCUOLE.COTTOLENGO@GMAIL.COM;Non Disponibile;V.COTTOLENGO 14;TORINO;PIEMONTE;SI;Non Disponibile;False;7,680588599999999;45,0792741
TO1A04900P;201617;NORD OVEST;10146;L219;;;SS.NATALE;;TORINO;SCUOLA INFANZIA NON STATALE;;;economatogen@ssnatale.org;Non Disponibile;V.PIEDICAVALLO 5;TORINO;PIEMONTE;SI;Non Disponibile;False;7,642177200000001;45,0757495
TO1A28500G;201617;NORD OVEST;10137;L219;;;ISTITUTO SOCIALE;;TORINO;SCUOLA INFANZIA NON STATALE;;;INFO@ISTITUTOSOCIALE.IT;Non Disponibile;CORSO SIRACUSA 10/A;TORINO;PIEMONTE;SI;www.istitutosociale.it;False;7,633800099999999;45,0547467
TO1A092001;201617;NORD OVEST;10121;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;V.GIULIO 30;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6709228;45,0338554
TO1A30300X;201617;NORD OVEST;10153;L219;;;LE BIRBE;;TORINO;SCUOLA INFANZIA NON STATALE;;;CITYBIMBI@HOTMAIL.COM;Non Disponibile;V.GATTINARA 7;TORINO;PIEMONTE;SI;Non Disponibile;False;7,7080074;45,0741942
TO1A07900E;201617;NORD OVEST;10135;L219;;;VIRGINIA AGNELLI;;TORINO;SCUOLA INFANZIA NON STATALE;;;TOAGNELLISEGR@FMA-IPI.IT;Non Disponibile;V.SARPI 123;TORINO;PIEMONTE;SI;www.virginiaagnelli.it;False;7,6427197;45,0310439
TO1A05600T;201617;NORD OVEST;10155;L219;;;RESI MARINOTTI;;TORINO;SCUOLA INFANZIA NON STATALE;;;TOSTURA@FMA-IPI.IT;Non Disponibile;V.MARINUZZI 10;TORINO;PIEMONTE;SI;Non Disponibile;False;7,707925500000001;45,1190304
TO1E03600E;201617;NORD OVEST;10152;L219;;;COTTOLENGO;;TORINO;SCUOLA PRIMARIA NON STATALE;;;SCUOLE.COTTOLENGO@GMAIL.COM;Non Disponibile;VIA COTTOLENGO 14;TORINO;PIEMONTE;SI;Non Disponibile;False;7,680588599999999;45,0792741
TO1E00600P;201617;NORD OVEST;10125;L219;;;"""COLONNA E FINZI""";;TORINO;SCUOLA PRIMARIA NON STATALE;;;DIREZIONESCOLASTICA@TORINOEBRAICA.IT;Non Disponibile;VIA S.ANSELMO 7;TORINO;PIEMONTE;SI;www.scuola-ebraica-torino.it;False;7,681794099999999;45,0601146
TO1A29700T;201617;NORD OVEST;10134;L219;;;IL MICINO;;TORINO;SCUOLA INFANZIA NON STATALE;;;P.LEONE@ILMICINO.IT;Non Disponibile;VIA S.MARINO 31;TORINO;PIEMONTE;SI;Non Disponibile;False;7,646859399999999;45,0367288
TO1A02200P;201617;NORD OVEST;10129;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmducadegliabruzzi@comune.torino.it;Non Disponibile;C.so D.ABRUZZI 50;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6596595;45,0586542
TO1M050002;201617;NORD OVEST;10152;L219;;;M.AUSILIATRICE;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria.liceo@liceoausiliatrice.it;segreteriato27@pec.fma-ipi.it;P.ZA M.AUSILIATRICE 27;TORINO;PIEMONTE;SI;http//www.istitutomariausiliatrice.it;False;7,675251599999999;45,0802609
TO1A04800V;201617;NORD OVEST;10146;L219;;;TESORIERA;;TORINO;SCUOLA INFANZIA NON STATALE;;;smmasinaridibernezzo@comune.torino.it;Non Disponibile;V.A.BERNEZZO 23;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6255848;45,079171
TO1A11800X;201617;NORD OVEST;10156;L219;;;SCUOLA MATERNA;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;V.VITT.BOLOGNA 10;TORINO;PIEMONTE;SI;Non Disponibile;False;11,3426162;44,494887
TO1M03200C;201617;NORD OVEST;10128;L219;;;S.ANNA;;TORINO;SCUOLA SEC. PRIMO GRADO NON STATALE;;;istituto.santanna32@libero.it;Non Disponibile;V.MASSENA 36;TORINO;PIEMONTE;SI;wwww.istituto-santanna.it;False;7,6724488;45,0605475
TO1A03600L;201617;NORD OVEST;10131;L219;;;CADORNA-IST.ADORAZIONE PERPETUA DEL SACRO CUORE;;TORINO;SCUOLA INFANZIA NON STATALE;;;SEGRETERIA@ADORAZIONE.IT;Non Disponibile;V.G.CURRENO 21;TORINO;PIEMONTE;SI;Non Disponibile;False;7,6947132;45,0541454
TO1A090009;201617;NORD OVEST;10154;L219;;;UMBERTO I;;TORINO;SCUOLA INFANZIA NON STATALE;;;Non Disponibile;Non Disponibile;V.PAROLETTI 15;TORINO;PIEMONTE;SI;Non Disponibile;False;7,714408199999999;45,091337
TO1A025006;201617;NORD OVEST;10129;L219;;;PRINCIPESSA CLOTILDE DI SAVOIA;;TORINO;SCUOLA INFANZIA NON STATALE;;;scprincipessa.clotilde@fastwebnet.it;Non Disponibile;V.MAGENTA 29;TORINO;PIEMONTE;SI;Non Disponibile;False;7,671005699999999;45,0645414
